MS Zoning,TotRms AbvGrd,House Style,Roof Matl,Mas Vnr Type,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Overall Qual,Overall Cond,Bedroom AbvGr,Fireplace Qu,Garage Type,Fireplaces,Garage Cars,Sale Type,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Year Remod/Add,Year Built,Mas Vnr Area,BsmtFin SF 1,age of house,SalePrice
RL,10,2Story,CompShg,Stone,4,3,5,3,2,6,8,5,4,4,BuiltIn,1,3.0,WD ,2541,1149.0,729.0,1164,2005,2005,146.0,986.0,16,349265
RL,6,1Story,Tar&Grv,BrkFace,4,3,4,3,4,4,8,5,3,0,Attchd,0,3.0,WD ,1512,1512.0,845.0,1512,2004,2004,264.0,516.0,17,203000
RL,6,1Story,CompShg,None,4,3,4,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1434,1454.0,527.0,1434,2001,2001,0.0,20.0,20,189000
FV,6,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1653,812.0,628.0,812,2003,2003,0.0,410.0,18,209000
RM,8,2Story,CompShg,None,3,3,2,4,2,1,6,7,3,0,Detchd,0,1.0,WD ,2007,917.0,357.0,1090,1950,1900,0.0,0.0,121,160000
RL,5,1Story,CompShg,BrkFace,3,3,2,3,4,5,5,5,2,0,Attchd,0,2.0,WD ,1037,1037.0,431.0,1037,1974,1974,44.0,787.0,47,129000
RL,6,1Story,CompShg,None,3,3,4,3,3,5,5,5,2,3,Attchd,1,2.0,WD ,1389,1389.0,418.0,1389,1975,1974,0.0,1071.0,47,170000
RL,4,1Story,CompShg,None,3,3,3,3,1,2,5,6,2,4,Detchd,1,1.0,WD ,694,440.0,352.0,694,2002,1913,0.0,365.0,108,90350
RL,5,1.5Fin,CompShg,None,3,3,3,3,1,1,6,5,2,0,NA,0,0.0,WD ,1096,572.0,0.0,572,1950,1924,0.0,0.0,97,79000
RL,5,1Story,CompShg,None,3,3,3,3,1,5,5,7,3,0,Attchd,0,2.0,WD ,894,894.0,552.0,894,1972,1972,0.0,894.0,49,149900
RL,5,1Story,CompShg,None,3,3,4,3,1,3,5,5,3,0,Detchd,0,2.0,WD ,864,864.0,576.0,864,1971,1971,0.0,119.0,50,123000
RM,8,2Story,CompShg,None,3,3,3,2,1,1,4,2,4,0,2Types,0,3.0,WD ,1774,1095.0,779.0,1095,1950,1900,0.0,0.0,121,87000
RL,6,SLvl,CompShg,None,3,3,3,3,3,5,6,6,3,1,Attchd,1,1.0,WD ,1118,1096.0,358.0,1118,1977,1977,0.0,522.0,44,171000
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,4,6,5,3,0,Attchd,0,1.0,WD ,1252,1032.0,288.0,1032,1950,1950,0.0,280.0,71,119000
RL,6,1Story,CompShg,None,3,3,3,3,1,4,5,5,3,0,Attchd,0,1.0,WD ,1148,1148.0,672.0,1148,1959,1959,0.0,1148.0,62,132500
RM,7,2Story,CompShg,None,3,4,3,3,1,1,8,7,3,4,Detchd,1,1.0,WD ,1666,588.0,228.0,833,1996,1925,0.0,0.0,96,161000
RL,7,2Story,CompShg,BrkFace,4,3,4,3,2,6,9,5,3,3,BuiltIn,1,3.0,WD ,1947,1357.0,725.0,1366,2002,2001,134.0,1194.0,20,274000
RL,5,1Story,CompShg,None,3,3,3,3,1,5,5,5,3,2,Detchd,1,1.0,WD ,912,912.0,336.0,912,1967,1967,0.0,842.0,54,125000
RL,8,1Story,CompShg,None,3,3,3,3,1,1,5,6,4,0,NA,0,0.0,WD ,1195,1195.0,0.0,1195,1950,1946,0.0,0.0,75,98500
RL,5,1Story,CompShg,None,4,3,4,3,1,6,8,5,2,2,Attchd,1,3.0,WD ,1624,1624.0,757.0,1624,1995,1994,0.0,1456.0,27,262000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,5,5,7,2,0,Attchd,0,2.0,WD ,914,914.0,444.0,914,1979,1979,40.0,710.0,42,134900
RL,5,1Story,CompShg,None,3,4,3,3,4,4,5,6,2,4,Attchd,2,1.0,WD ,1328,1350.0,308.0,1328,1959,1959,0.0,967.0,62,170000
RL,6,2Story,CompShg,None,3,3,3,3,1,1,6,8,3,4,Detchd,1,1.0,WD ,1461,686.0,225.0,686,1991,1926,0.0,0.0,95,135000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,1,5,6,5,4,4,Attchd,2,2.0,WD ,2683,930.0,473.0,1364,1991,1990,304.0,704.0,31,290000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,1,7,6,3,0,Attchd,0,2.0,New,1258,1246.0,462.0,1258,2007,2007,0.0,0.0,14,173500
RL,8,2Story,CompShg,None,3,4,3,4,1,6,5,8,3,0,Attchd,0,1.0,WD ,2008,896.0,230.0,1112,2002,1948,0.0,603.0,73,225000
RL,6,1Story,CompShg,None,3,3,3,3,1,5,5,5,2,3,Attchd,1,2.0,CWD,1187,864.0,440.0,1187,1961,1961,0.0,311.0,60,140500
RL,5,1Story,CompShg,None,3,3,4,3,1,6,5,5,3,0,Attchd,0,1.0,WD ,990,990.0,299.0,990,1994,1994,0.0,495.0,27,126000
FV,7,2Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,3,0,Detchd,0,2.0,WD ,1586,960.0,480.0,962,1999,1999,466.0,612.0,22,170000
RL,5,1Story,CompShg,None,3,3,4,3,1,5,5,5,3,0,Attchd,0,2.0,WD ,990,990.0,576.0,990,1995,1995,0.0,716.0,26,156000
RL,6,1Story,CompShg,None,3,3,3,3,4,4,5,6,2,4,Attchd,2,1.0,WD ,1600,1484.0,319.0,1600,1997,1957,0.0,1277.0,64,207500
FV,8,2Story,CompShg,None,4,3,4,3,3,6,8,5,3,0,Attchd,0,2.0,New,1792,896.0,590.0,896,2007,2007,0.0,350.0,14,255000
RM,4,SLvl,CompShg,None,3,3,4,3,4,6,4,6,1,1,BuiltIn,1,1.0,WD ,988,462.0,297.0,526,1973,1973,0.0,437.0,48,94900
RL,6,1Story,CompShg,None,3,3,3,3,1,3,5,6,3,3,Attchd,1,1.0,WD ,1170,1170.0,338.0,1170,1958,1958,0.0,625.0,63,140000
RM,7,2Story,CompShg,None,3,3,3,2,2,1,3,5,2,0,Detchd,0,1.0,WD ,1376,738.0,216.0,714,1950,1905,0.0,0.0,116,96900
RL,6,1Story,CompShg,BrkFace,3,3,3,3,2,4,5,6,3,1,Attchd,1,2.0,WD ,1154,1154.0,480.0,1154,1966,1966,200.0,740.0,55,154000
RM,7,2Story,CompShg,None,4,4,3,3,1,1,8,9,3,0,Detchd,0,2.0,WD ,1772,725.0,816.0,909,1999,1910,0.0,0.0,111,184900
RL,7,1Story,CompShg,BrkFace,5,3,5,3,3,6,10,5,2,4,Attchd,1,3.0,New,2084,2078.0,1220.0,2084,2008,2007,816.0,1636.0,14,385000
RM,6,1Story,CompShg,None,3,3,3,3,1,5,4,6,2,0,Detchd,0,1.0,WD ,951,951.0,327.0,951,1950,1936,0.0,285.0,85,106500
RL,10,2Story,CompShg,BrkFace,4,3,4,3,2,6,8,5,4,3,BuiltIn,2,3.0,WD ,2687,1455.0,810.0,1466,2000,2000,150.0,1173.0,21,327000
RL,9,1Story,CompShg,Stone,5,3,5,3,4,6,9,5,2,4,Attchd,2,3.0,WD ,2490,2458.0,795.0,2490,2006,2005,198.0,2158.0,16,468000
RM,4,1.5Fin,CompShg,None,3,2,3,3,1,1,6,6,3,0,Detchd,0,1.0,WD ,1666,1204.0,384.0,1204,1950,1927,0.0,0.0,94,135000
RL,6,1Story,CompShg,None,4,3,4,3,1,1,6,5,3,0,Detchd,0,2.0,WD ,1141,1141.0,484.0,1141,2005,2005,0.0,0.0,16,142500
RL,7,2Story,CompShg,None,3,3,3,3,1,2,5,6,4,0,Attchd,0,2.0,WD ,1464,732.0,470.0,732,1968,1968,0.0,732.0,53,141000
RL,5,2Story,CompShg,None,3,3,4,3,4,6,5,7,3,0,NA,0,0.0,WD ,1347,1117.0,0.0,820,1991,1910,0.0,969.0,111,107500
RL,4,1.5Fin,CompShg,None,3,3,3,3,1,5,5,6,2,0,Detchd,0,1.0,WD ,1282,672.0,240.0,778,1979,1942,0.0,485.0,79,108500
RL,6,2Story,CompShg,None,3,3,4,3,1,5,6,5,3,0,Attchd,0,2.0,WD ,1320,636.0,472.0,636,1994,1994,0.0,274.0,27,150000
C (all),6,1.5Fin,CompShg,None,3,3,2,2,1,1,3,5,2,0,NA,0,0.0,WD ,936,216.0,0.0,576,1950,1916,0.0,0.0,105,78000
RL,7,1Story,CompShg,Stone,4,3,4,3,1,1,8,5,3,0,Attchd,0,3.0,ConLD,1580,1580.0,830.0,1580,2008,2007,186.0,0.0,14,235128
RL,5,1Story,CompShg,Stone,3,3,4,3,4,6,7,5,2,3,Attchd,2,2.0,WD ,1824,1643.0,739.0,1824,2002,1971,351.0,1219.0,50,302000
RL,5,1Story,CompShg,None,3,3,3,3,1,3,5,6,2,0,Attchd,0,2.0,WD ,1558,864.0,440.0,1558,2001,1975,0.0,88.0,46,163000
RL,5,1Story,CompShg,None,3,4,0,0,0,0,3,6,2,0,Detchd,0,1.0,ConLD,640,0.0,240.0,640,2007,1945,0.0,0.0,76,84900
RL,6,2Story,CompShg,None,3,3,3,3,1,5,6,5,3,2,Attchd,1,2.0,WD ,1322,855.0,440.0,855,1974,1974,0.0,257.0,47,147000
RM,7,2Story,CompShg,None,4,3,3,3,1,5,7,8,4,4,Attchd,1,1.0,WD ,1826,910.0,164.0,916,2005,1915,0.0,299.0,106,155000
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,5,7,5,2,3,Attchd,1,2.0,WD ,1339,1309.0,484.0,1339,1990,1990,54.0,1053.0,31,180000
RM,7,2Story,CompShg,None,2,2,0,0,0,0,4,5,3,0,NA,0,0.0,WD ,1092,0.0,0.0,372,1950,1930,0.0,0.0,91,55000
RL,6,SLvl,CompShg,BrkFace,4,3,5,3,3,6,7,5,3,4,Attchd,1,2.0,WD ,1146,868.0,438.0,1146,2003,2003,442.0,786.0,18,187500
RL,6,SLvl,CompShg,BrkFace,3,3,3,3,3,5,6,6,3,2,Detchd,1,1.0,WD ,1125,1041.0,352.0,1125,1976,1976,255.0,631.0,45,125000
RL,6,1.5Fin,CompShg,None,4,3,4,3,1,3,7,7,3,4,Attchd,1,1.0,WD ,2057,1017.0,180.0,1020,1987,1936,0.0,223.0,85,250000
RM,5,1Story,CompShg,None,3,3,3,4,1,1,5,6,2,0,Detchd,0,1.0,WD ,899,481.0,200.0,899,1950,1910,0.0,0.0,111,78000
RM,9,1.5Fin,CompShg,None,3,3,3,3,1,1,4,6,3,0,NA,0,0.0,WD ,1594,828.0,0.0,828,1996,1910,0.0,0.0,111,118000
RL,7,1Story,CompShg,BrkFace,5,3,5,3,1,1,8,5,3,0,Attchd,0,3.0,New,1694,1694.0,818.0,1694,2007,2007,254.0,0.0,14,318000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,3,3,Attchd,1,2.0,WD ,1911,777.0,471.0,1065,1994,1993,125.0,380.0,28,215000
RM,4,1Story,CompShg,None,3,3,2,3,1,1,4,4,2,0,NA,0,0.0,WD ,672,432.0,0.0,672,1950,1925,0.0,0.0,96,72000
RL,7,1Story,CompShg,BrkFace,3,3,4,3,1,5,6,5,3,3,Attchd,1,2.0,COD,1523,1193.0,478.0,1523,1976,1976,160.0,644.0,45,180000
RL,7,1Story,CompShg,Stone,3,3,4,2,1,5,6,5,3,3,Attchd,1,2.0,WD ,1651,1606.0,616.0,1651,1986,1986,132.0,1398.0,35,184000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,5,5,6,3,0,Attchd,0,1.0,WD ,1041,1041.0,270.0,1041,1959,1959,132.0,991.0,62,124500
RL,8,1Story,CompShg,None,3,3,3,3,1,1,5,5,4,0,Attchd,0,2.0,WD ,1604,1604.0,576.0,1604,1958,1958,0.0,0.0,63,135000
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,5,6,7,3,4,Detchd,1,1.0,WD ,1672,981.0,240.0,1014,1989,1940,0.0,521.0,81,164900
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,1,7,5,3,0,Attchd,0,2.0,COD,1164,1164.0,528.0,1164,1969,1969,168.0,0.0,52,140000
RL,6,1Story,CompShg,None,3,3,3,3,1,1,5,6,3,0,Attchd,0,1.0,WD ,1041,1041.0,294.0,1041,1958,1958,0.0,0.0,63,128000
RL,6,SFoyer,CompShg,BrkCmn,3,3,4,3,4,5,6,8,3,1,Basment,1,2.0,WD ,1034,450.0,504.0,1034,1978,1978,40.0,450.0,43,153000
RM,7,1.5Fin,CompShg,None,4,3,4,4,1,1,6,8,3,0,Detchd,0,1.0,WD ,1609,796.0,228.0,825,1950,1910,0.0,0.0,111,127500
RL,7,1Story,CompShg,None,3,4,3,3,1,4,5,8,3,4,Attchd,1,1.0,WD ,1337,572.0,264.0,1337,2006,1950,0.0,32.0,71,141500
RL,9,2Story,CompShg,BrkFace,4,3,5,3,3,6,8,5,3,3,Attchd,2,2.0,WD ,2622,1463.0,712.0,1500,1995,1994,362.0,1032.0,27,325000
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,1,7,6,2,3,Attchd,1,2.0,WD ,1594,1594.0,472.0,1594,1993,1993,112.0,0.0,28,188500
FV,5,1Story,CompShg,Stone,4,3,4,3,1,6,6,5,2,0,Attchd,0,2.0,New,1262,1262.0,572.0,1262,2006,2006,68.0,905.0,15,185000
RL,6,1Story,CompShg,BrkFace,3,3,4,4,1,6,6,5,3,0,NA,0,0.0,WD ,1175,1175.0,0.0,1175,2006,2005,126.0,80.0,16,146000
RM,5,2Story,CompShg,None,3,3,3,3,1,1,6,7,3,4,Attchd,1,1.0,WD ,1288,624.0,280.0,664,2007,1917,0.0,0.0,104,119000
RM,6,2Story,CompShg,BrkFace,3,3,3,3,1,1,5,5,3,0,Detchd,0,1.0,COD,1302,630.0,280.0,630,1971,1971,142.0,0.0,50,112000
FV,4,1Story,CompShg,None,4,3,4,3,1,6,8,5,1,4,Attchd,1,2.0,WD ,1247,1247.0,550.0,1247,2005,2005,0.0,1039.0,16,197000
RL,11,2Story,CompShg,Stone,4,3,5,4,1,6,9,5,4,4,Attchd,1,3.0,New,2589,1738.0,831.0,1738,2006,2006,215.0,1369.0,15,412083
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,3,4,Attchd,2,3.0,WD ,1689,1568.0,857.0,1689,2002,2002,148.0,1218.0,19,271000
RL,6,1Story,CompShg,Stone,4,3,4,3,1,6,7,5,2,4,Attchd,1,2.0,WD ,1405,1405.0,478.0,1405,2003,2003,235.0,1000.0,18,200000
RL,5,SLvl,CompShg,Stone,3,3,4,3,4,6,7,6,3,2,Attchd,1,2.0,WD ,1324,1228.0,585.0,1324,1976,1976,130.0,624.0,45,174000
RL,6,1Story,CompShg,None,3,3,3,3,1,4,5,5,3,3,Attchd,2,1.0,WD ,1377,1377.0,351.0,1377,1960,1960,0.0,1098.0,61,156500
RL,7,2Story,CompShg,BrkFace,4,3,5,3,1,5,6,5,3,0,Attchd,0,2.0,WD ,1756,872.0,422.0,888,1997,1996,42.0,742.0,25,204000
RL,6,1Story,CompShg,None,3,3,3,3,1,1,5,6,3,0,Attchd,0,1.0,WD ,1228,1228.0,271.0,1228,2006,1966,0.0,0.0,55,149350
RL,4,1Story,CompShg,None,3,3,3,3,1,4,5,6,2,4,Attchd,1,1.0,WD ,1008,1008.0,275.0,1008,1954,1954,0.0,486.0,67,137000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,3,5,7,5,3,3,Attchd,1,2.0,WD ,2031,1153.0,541.0,1153,1999,1998,202.0,252.0,23,222500
RL,6,2Story,CompShg,Stone,4,3,4,3,3,1,6,5,3,0,Attchd,0,2.0,New,1504,752.0,440.0,752,2007,2007,22.0,0.0,14,166000
RM,5,1Story,CompShg,None,3,3,3,3,1,4,5,7,2,4,NA,1,0.0,WD ,936,936.0,0.0,936,1950,1920,0.0,579.0,101,109500
RL,6,1Story,CompShg,None,3,3,0,0,0,0,4,5,2,0,Attchd,0,2.0,WD ,1383,0.0,498.0,1383,1954,1954,0.0,0.0,67,122000
RM,5,1Story,CompShg,None,3,3,3,3,1,1,5,6,2,4,Detchd,1,1.0,WD ,967,967.0,180.0,967,1990,1920,0.0,0.0,101,99900
FV,7,1Story,CompShg,None,4,3,4,3,3,6,8,5,3,0,Attchd,0,3.0,WD ,1656,1656.0,826.0,1656,2006,2006,0.0,24.0,15,249700
RL,6,1Story,CompShg,None,3,4,3,3,1,1,6,8,3,4,Attchd,1,1.0,WD ,1152,1092.0,300.0,1152,2004,1950,0.0,0.0,71,158500
RL,5,1Story,CompShg,None,3,3,3,3,2,6,6,5,3,0,NA,0,0.0,WD ,1142,1142.0,0.0,1142,2005,2005,0.0,24.0,16,139500
RL,5,1Story,CompShg,None,4,3,4,3,3,6,6,5,2,0,Attchd,0,2.0,WD ,1403,1381.0,470.0,1403,2000,2000,0.0,1136.0,21,202000
RL,8,1Story,CompShg,BrkFace,3,3,3,3,1,2,5,5,4,0,Attchd,0,2.0,WD ,1712,1626.0,588.0,1712,2005,1959,122.0,528.0,62,145000
RL,6,SFoyer,CompShg,None,3,3,4,3,3,6,4,4,0,0,CarPort,0,2.0,WD ,1258,1198.0,400.0,1258,1969,1969,0.0,1198.0,52,108959
RL,7,1Story,CompShg,None,3,3,3,3,3,4,5,5,3,3,Detchd,2,2.0,WD ,1687,747.0,572.0,1687,1950,1948,0.0,353.0,73,160000
RL,8,1Story,CompShg,Stone,3,3,3,3,1,1,5,5,4,0,Detchd,0,2.0,WD ,1560,1560.0,484.0,1560,1958,1958,260.0,0.0,63,128600
RL,7,2Story,CompShg,BrkFace,3,3,4,3,1,1,7,7,3,3,Attchd,1,2.0,WD ,1935,793.0,550.0,1142,1976,1976,233.0,0.0,45,197900
RL,5,SFoyer,CompShg,Stone,4,3,5,3,4,6,7,5,2,2,Attchd,1,2.0,WD ,1083,1047.0,596.0,1083,1976,1976,252.0,1005.0,45,172000
RL,5,1Story,CompShg,None,3,3,4,3,3,3,5,4,3,0,Attchd,0,1.0,WD ,907,876.0,308.0,907,1977,1977,0.0,60.0,44,130000
RL,6,1Story,CompShg,None,4,3,5,3,2,6,6,5,3,0,Attchd,0,2.0,WD ,1675,1666.0,435.0,1675,2000,1999,0.0,1223.0,22,195000
RL,4,1Story,CompShg,None,3,3,3,3,1,1,5,5,2,0,Attchd,0,2.0,WD ,988,988.0,520.0,988,1954,1954,0.0,0.0,67,113000
RL,7,1Story,CompShg,None,4,3,5,3,1,1,8,5,3,0,Attchd,0,2.0,WD ,1491,1491.0,490.0,1491,2001,2001,0.0,0.0,20,209000
RL,7,SLvl,CompShg,BrkFace,3,3,4,3,4,6,7,5,3,2,Attchd,1,2.0,WD ,1479,1645.0,578.0,1479,1989,1987,310.0,904.0,34,213500
RL,5,1Story,CompShg,None,3,3,3,3,1,3,5,5,2,0,Basment,0,2.0,WD ,1112,631.0,480.0,1112,1951,1951,0.0,308.0,70,126000
RL,7,1Story,CompShg,None,3,3,3,3,1,1,6,5,3,4,Attchd,1,2.0,COD,1689,1436.0,480.0,1689,1956,1956,0.0,0.0,65,127500
RL,6,1Story,CompShg,BrkFace,5,3,5,3,4,6,9,5,2,4,Attchd,1,2.0,WD ,1710,1710.0,557.0,1710,2007,2007,178.0,1034.0,14,334000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,4,6,5,2,2,Attchd,1,1.0,WD ,1253,1253.0,352.0,1253,1960,1960,212.0,733.0,61,157000
RL,5,1Story,CompShg,None,3,3,3,3,1,5,5,5,2,0,Detchd,0,1.0,WD ,864,864.0,294.0,864,1962,1962,0.0,110.0,59,125500
RL,7,2Story,CompShg,None,4,3,4,3,3,6,7,5,3,4,Attchd,1,2.0,WD ,1456,728.0,410.0,728,2005,2005,0.0,648.0,16,189000
RL,6,SLvl,CompShg,None,3,3,4,3,3,6,7,5,3,0,Attchd,0,2.0,WD ,1217,1188.0,497.0,1217,1991,1990,0.0,611.0,31,173000
RL,9,SLvl,CompShg,BrkFace,4,2,4,3,4,5,7,4,3,3,Attchd,4,2.0,WD ,2646,1748.0,550.0,2151,1974,1974,145.0,1023.0,47,260000
RL,7,2Story,CompShg,None,4,3,4,3,3,6,8,5,3,0,Attchd,0,2.0,WD ,1768,866.0,578.0,866,2007,2007,0.0,20.0,14,212000
RL,5,SFoyer,CompShg,None,4,3,4,3,3,6,5,5,2,0,Detchd,0,2.0,WD ,914,870.0,576.0,914,1996,1996,0.0,298.0,25,148000
RL,8,SLvl,CompShg,None,3,3,3,3,1,1,6,5,3,0,Attchd,0,2.0,COD,1775,533.0,480.0,1131,1964,1964,0.0,0.0,57,136300
RL,12,1.5Fin,CompShg,None,3,3,4,3,1,6,5,5,4,3,BuiltIn,1,2.0,WD ,2620,1361.0,600.0,1361,1977,1977,1.0,498.0,44,190000
RM,10,2Story,CompShg,None,3,2,2,3,1,1,5,5,4,0,Detchd,0,2.0,WD ,1627,797.0,420.0,830,2006,1900,0.0,0.0,121,139500
RL,6,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1320,660.0,400.0,660,2003,2003,0.0,0.0,18,162000
RM,4,1.5Fin,CompShg,None,3,3,3,3,1,1,4,5,3,0,Detchd,0,1.0,WD ,1123,732.0,264.0,772,1950,1939,0.0,0.0,82,100000
RL,5,1Story,CompShg,None,3,3,3,3,1,5,5,7,3,0,Attchd,0,1.0,WD ,874,864.0,288.0,874,2003,1968,0.0,441.0,53,126500
RL,8,2Story,CompShg,BrkFace,4,3,3,3,4,2,7,5,4,3,Attchd,1,2.0,WD ,2730,1502.0,576.0,1553,1987,1986,172.0,28.0,35,301000
RL,7,2Story,CompShg,None,3,4,4,3,1,6,6,5,3,0,Attchd,0,2.0,WD ,1786,824.0,684.0,905,1997,1997,0.0,648.0,24,204750
RL,6,1Story,CompShg,None,3,3,0,0,0,0,4,5,2,0,Detchd,0,2.0,WD ,1040,0.0,420.0,1040,1950,1949,0.0,0.0,72,90000
RM,10,2Story,CompShg,None,3,3,3,3,1,3,5,5,4,0,2Types,0,2.0,WD ,2350,973.0,393.0,1377,1960,1920,0.0,234.0,101,130000
RL,7,2Story,CompShg,BrkFace,3,3,4,2,2,5,5,5,4,0,Attchd,0,2.0,WD ,1770,900.0,530.0,884,1968,1968,300.0,361.0,53,155000
RL,6,1Story,CompShg,None,3,3,3,3,1,4,5,6,3,2,Detchd,1,1.0,WD ,1269,1269.0,308.0,1269,1960,1960,0.0,374.0,61,155000
RL,6,1Story,CompShg,None,3,3,3,3,2,4,5,4,3,0,Attchd,0,2.0,WD ,1039,1039.0,504.0,1039,1965,1965,0.0,841.0,56,131500
RL,7,SLvl,CompShg,BrkFace,3,3,3,3,3,4,6,6,3,4,Basment,2,1.0,WD ,1520,1156.0,364.0,1520,1972,1955,164.0,674.0,66,153000
RL,7,1Story,CompShg,Stone,4,3,5,3,1,6,8,5,3,4,Attchd,1,3.0,WD ,1704,1704.0,772.0,1704,2008,2007,200.0,1218.0,14,306000
RL,6,1Story,CompShg,BrkFace,4,3,5,4,1,6,9,5,1,4,Attchd,1,3.0,New,1686,1686.0,899.0,1686,2006,2006,518.0,1023.0,15,332200
RL,7,1Story,CompShg,Stone,4,3,4,3,4,6,8,5,3,4,Attchd,1,3.0,New,1646,1638.0,800.0,1646,2008,2007,338.0,1513.0,14,293077
RL,4,1Story,CompShg,None,3,4,3,3,1,5,4,7,2,0,Basment,0,1.0,WD ,914,914.0,270.0,914,1961,1961,0.0,314.0,60,128000
RM,5,1Story,CompShg,None,3,4,3,3,2,2,6,7,3,0,Detchd,0,1.0,WD ,1616,1149.0,216.0,1149,2004,1926,0.0,370.0,95,152000
RL,6,1.5Fin,CompShg,None,3,3,3,3,1,1,4,4,4,0,NA,0,0.0,WD ,1192,720.0,0.0,720,1950,1949,0.0,0.0,72,135000
RM,8,2Story,CompShg,None,3,3,3,3,2,1,6,4,5,0,Detchd,0,1.0,WD ,2210,1008.0,205.0,1178,1950,1880,0.0,0.0,141,117500
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,3,6,6,3,0,Detchd,0,2.0,WD ,1296,845.0,576.0,866,1950,1927,0.0,276.0,94,127500
RL,7,1Story,CompShg,None,4,3,4,3,4,5,8,5,2,4,Attchd,2,2.0,WD ,2497,2461.0,676.0,2497,1981,1981,0.0,1632.0,40,373000
RM,6,2Story,CompShg,None,3,4,3,3,1,6,6,9,3,0,NA,0,0.0,WD ,1092,546.0,0.0,546,2007,1970,0.0,358.0,51,98000
RL,6,SLvl,CompShg,BrkFace,3,3,4,3,1,6,7,6,3,0,BuiltIn,0,2.0,WD ,1652,423.0,473.0,896,2007,1994,44.0,343.0,27,203135
RL,7,2Story,CompShg,None,4,3,4,3,1,1,7,5,2,3,Attchd,1,2.0,WD ,1716,880.0,512.0,909,1996,1996,0.0,0.0,25,191000
RL,6,1Story,CompShg,None,3,3,0,0,0,0,5,5,2,0,Attchd,0,1.0,WD ,1014,0.0,267.0,1014,1956,1956,0.0,0.0,65,98000
RL,5,1Story,CompShg,None,3,3,4,4,4,6,5,5,3,0,NA,0,0.0,WD ,1200,1200.0,0.0,1200,1988,1987,0.0,1200.0,34,179000
RL,7,1Story,CompShg,Stone,4,3,5,3,3,6,8,5,3,4,Attchd,1,2.0,WD ,1432,1422.0,492.0,1432,2006,2006,206.0,379.0,15,245000
RL,7,1Story,CompShg,None,4,3,5,3,1,2,7,5,3,3,Attchd,1,2.0,WD ,1680,1650.0,583.0,1680,1999,1998,0.0,144.0,23,213250
RL,3,1Story,CompShg,None,3,3,0,0,0,0,4,6,1,0,Detchd,0,1.0,WD ,869,0.0,390.0,869,1950,1948,0.0,0.0,73,89900
RL,7,2Story,CompShg,BrkFace,3,3,4,3,1,1,7,5,3,3,Attchd,1,2.0,WD ,1718,832.0,427.0,885,1998,1998,40.0,0.0,23,185000
RM,6,2Story,CompShg,BrkFace,3,3,3,3,1,5,6,6,3,0,Detchd,0,1.0,WD ,1092,525.0,264.0,525,1973,1973,567.0,312.0,48,113500
RL,4,1Story,CompShg,None,3,2,3,3,2,1,3,3,2,0,Detchd,0,2.0,WD ,715,715.0,660.0,715,1950,1929,0.0,0.0,92,68000
RL,7,1Story,CompShg,None,4,3,5,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1560,1560.0,573.0,1560,2003,2003,0.0,0.0,18,201000
FV,7,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1768,866.0,603.0,866,2005,2005,0.0,400.0,16,226700
RL,7,1Story,CompShg,BrkFace,5,3,5,3,3,6,10,5,2,4,Attchd,1,3.0,New,2290,2320.0,1174.0,2290,2007,2007,970.0,1684.0,14,500067
RL,7,2Story,CompShg,None,4,3,4,3,3,1,7,5,3,4,Attchd,1,2.0,WD ,1598,848.0,433.0,848,2005,2004,0.0,0.0,17,201490
RL,5,1Story,CompShg,None,3,3,4,3,1,6,5,7,3,0,Detchd,0,2.0,WD ,990,990.0,528.0,990,1994,1994,0.0,722.0,27,155000
RL,4,SFoyer,CompShg,BrkFace,3,4,4,3,3,6,5,7,2,0,Attchd,0,2.0,WD ,941,941.0,564.0,941,1978,1978,124.0,941.0,43,145000
RM,6,2Story,CompShg,None,3,3,2,2,2,1,6,8,3,0,Detchd,0,2.0,WD ,1362,611.0,502.0,751,1999,1920,0.0,0.0,101,128000
RL,7,2Story,CompShg,None,3,3,4,3,1,6,6,5,3,3,Attchd,1,2.0,WD ,1690,915.0,442.0,940,2000,2000,0.0,520.0,21,187000
